x,y
0.005,2.7755575615628914e-17
0.0050916496945010185,2.7755575615628914e-17
0.005186721991701245,4.163336342344337e-17
0.005285412262156447,4.163336342344337e-17
0.005387931034482758,4.163336342344337e-17
0.005494505494505494,5.551115123125783e-17
0.005605381165919281,5.551115123125783e-17
0.005720823798627001,4.163336342344337e-17
0.005841121495327101,4.163336342344337e-17
0.005966587112171836,4.163336342344337e-17
0.006097560975609754,1.3877787807814457e-17
0.0062344139650872795,2.7755575615628914e-17
0.006377551020408161,2.7755575615628914e-17
0.00652741514360313,4.163336342344337e-17
0.006684491978609622,4.163336342344337e-17
0.006849315068493147,2.7755575615628914e-17
0.007022471910112355,4.163336342344337e-17
0.007204610951008641,2.7755575615628914e-17
0.007396449704142006,5.551115123125783e-17
0.0075987841945288695,4.163336342344337e-17
0.007812499999999993,4.163336342344337e-17
0.008038585209003208,1.3877787807814457e-17
0.00827814569536423,4.163336342344337e-17
0.008532423208191116,2.7755575615628914e-17
0.00880281690140844,4.163336342344337e-17
0.009090909090909078,2.7755575615628914e-17
0.009398496240601491,2.7755575615628914e-17
0.009727626459143955,2.7755575615628914e-17
0.010080645161290307,2.7755575615628914e-17
0.010460251046025087,2.7755575615628914e-17
0.010869565217391285,2.7755575615628914e-17
0.011312217194570113,6.938893903907228e-17
0.011792452830188654,2.7755575615628914e-17
0.012315270935960562,2.7755575615628914e-17
0.012886597938144298,5.551115123125783e-17
0.013513513513513478,5.551115123125783e-17
0.014204545454545412,2.7755575615628914e-17
0.014970059880239474,2.7755575615628914e-17
0.015822784810126528,2.7755575615628914e-17
0.016778523489932824,2.7755575615628914e-17
0.017857142857142783,2.7755575615628914e-17
0.01908396946564877,0.0
0.020491803278688426,2.7755575615628914e-17
0.022123893805309616,2.7755575615628914e-17
0.024038461538461394,5.551115123125783e-17
0.026315789473684032,2.7755575615628914e-17
0.029069767441860243,2.7755575615628914e-17
0.03246753246753219,2.7755575615628914e-17
0.036764705882352575,5.551115123125783e-17
0.0423728813559317,1.1102230246251565e-16
